"Agora id",,"English Term","English Expert definition","English Simple definition"
29325,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29325&search_mode=solr","constant price","<p>In theory, the price and quantity components of a value may be identified and base periods prices are substituted for those of the current period. Methods are used in practice to calculate variables at constant prices. Another method, commonly referred to as price deflation, involves dividing price indexes into the observed values to obtain volume estimates. The price indexes used are constructed from prices of the major items of each value. [OECD/Economics Department/Economics Glossary/2005] Constant prices are obtained by directly factoring changes over time in the values of flows or stocks of goods and services into two components reflecting changes in the prices of the goods and services concerned and changes in their volumes (i.e. changes in “constant price terms”) the term “at constant prices” commonly refers to series which use a fixed-base Laspeyres formula.</p><p>[OECD/Understanding National Accounts/2007]</p>",
29357,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29357&search_mode=solr","demand","<p>Final demand is the short term used by economists to qualify the sum of final consumption expenditures, investment expenditures and net exports.</p><p>[OECD/Understanding National Accounts/2007]</p>",
29436,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29436&search_mode=solr","flow",,"<p>Economic transactions during a period of account.</p><p>[OECD/Washington Cente/Glossary of Main Terms/27-08-1999]</p>"
29459,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29459&search_mode=solr","general government","<p>The general government sector consists of the totality of institutional units which, in addition to fulfilling their political responsibilities and their role of economic regulation, produce principally non-market services (possibly goods) for individual or collective consumption and redistribute income and wealth. (SNA 2.20)</p><p>[OECD/Measuring the Non-Observed Economy: A Handbook /2002]</p><p>The general government sector consists of: a) all units of central, state or local government; b) all social security funds at each level of government; c) all non-market non-profit institutions that are controlled and mainly financed by government units. The sector does not include public corporations, even when all the equity of such corporations is owned by government units. It also does not include quasi-corporations that are owned and controlled by government units. However, unincorporated enterprises owned by government units that are not quasi-corporations remain integral parts of those units and, therefore, must be included in the general government sector (1993 System of National Accounts).</p><p>[OECD/Government At A Glance/Glossary/2011]</p>",
29516,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29516&search_mode=solr","joint venture","<p>A joint venture involves the establishment of a corporation, partnership or other institutional unit in which each party legally has joint control over the activities of the unit. The units operate in the same way as other units except that a legal arrangement between the parties establishes joint control over the unit. As an institutional unit, the joint venture may enter into contracts in its own name and raise finance for its own purposes. If R&amp;D joint ventures are stand-alone units, they should also be classified on the basis of the units they predominantly serve, taking whenever possible into account the established practice of the system of national accounts.<br />[OECD/Frascati Manual/2015]<br /><br />A joint venture is an association of firms or individuals formed to undertake a specific business project. It is similar to a partnership, but limited to a specific project (such as producing a specific product or doing research in a specific area. Joint ventures are now becoming more prevalent in the development of new technologies. (OECD/Glossary of Industrial Organisation, Economics &amp; Competition/1993) A joint venture is a contractual agreement between two or more parties for the purpose of executing a business undertaking in which the parties agree to share in the profits and losses of the enterprise as well as the capital formation and contribution of operating inputs or costs. It is similar to a partnership, but typically differs in that there is generally no intention of a continuing relationship beyond the original purpose. A joint venture may not involve the creation of a new legal entity. Whether a quasi-corporation is identified for the joint venture depends on the arrangements of the parties and legal requirements. The joint venture is a quasi-corporation if it meets the requirements for an institutional unit, particularly by having its own records. Otherwise, if each of the operations is effectively undertaken by the partners individually, then the joint venture is not an institutional unit and the operations would be seen as being undertaken by the individual partners to the joint venture. Because of the ambiguous status of joint ventures, there is a risk that they could be omitted or double-counted, so particular attention needs to be paid to them. <br />[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p><p>A joint venture is an association of firms or individuals formed to undertake a specific business project. It is similar to a partnership, but limited to a specific project (such as producing a specific product or doing research in a specific area. Joint ventures are now becoming more prevalent in the development of new technologies. <br />[OECD/Glossary of Industrial Organisation, Economics &amp; Competition/1993]</p>","<p>Term which is loosely used to describe a relationship between parties carrying on an undertaking in common for their individual or common gain. This can be either an incorporated venture or an unincorporated venture <br />[OECD/Glossary of Tax Terms/OECD website, last accessed on 13-04-2015]</p>"
29517,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29517&search_mode=solr","joint venture","<p>A joint venture is an association of firms or individuals formed to undertake a specific business project. It is similar to a partnership, but limited to a specific project (such as producing a specific product or doing research in a specific area. Joint ventures are now becoming more prevalent in the development of new technologies.</p><p>[OECD/Glossary of Industrial Organisation, Economics &amp; Competition/1993]</p>",
29536,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29536&search_mode=solr","local government","<p>Local government units are institutional units whose fiscal, legislative and executive authority extends over the smallest geographical areas distinguished for administrative and political purposes. (SNA 4.128)</p><p>[OECD/Measuring the Non-Observed Economy: A Handbook/2002]</p>",
29554,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29554&search_mode=solr","markup",,"<p>An increase in the price of something, especially from the price a trader pays for something to the price he sells it for. In the context of transfer pricing, one method to estimate an arm's length price for transactions between affiliated companies is to increase the supplier's cost by an appropriate profit mark-up (Cost-plus method).</p><p>[OECD/Glossary of Tax Terms/OECD website, last accessed on 13-04-2015]</p>"
29658,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29658&search_mode=solr","price","<p>The price of a good or service is the value of one unit of that good or service. (SNA 16.9)</p><p>[OECD/Measuring the Non-Observed Economy: A Handbook/2002]</p>",
29662,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29662&search_mode=solr","producers' price","<p>The producer's price is the amount receivable by the producer from the purchaser for a unit of a good or service produced as output minus any VAT, or similar deductible tax, invoiced to the purchaser it excludes any transport charges invoiced separately by the producer. 6.205, 15.28 [3.82]</p><p>[OECD/System of National Accounts 1993/Glossary/2000]</p>",
29712,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29712&search_mode=solr","rent","<p>In modern economics, rent refers to the earnings of factors of production (land, labour, capital) which are fixed in supply. Thus, raising the price of such factors will not cause an increase in availability but will increase the return to the factor. This differs from the more common usage of the term, whereby rent refers to payments for the use of a resource.</p><p>[OECD/Glossary of Industrial Organisation, Economics &amp; Competition/1993]</p>","<p>The premium that the owner of a resource receives over and above its opportunity cost.</p><p>[ENV/EPOC/WPIEEP(2011)3]</p>"
29737,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29737&search_mode=solr","rents","<p>In modern economics, rent refers to the earnings of factors of production (land, labour, capital) which are fixed in supply. Thus, raising the price of such factors will not cause an increase in availability but will increase the return to the factor. This differs from the more common usage of the term, whereby rent refers to payments for the use of a resource.</p><p>[OECD/Glossary of Industrial Organisation, Economics &amp; Competition/1993]</p>",
29738,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29738&search_mode=solr","retirement","<p>Retirements occur when capital assets are withdrawn from the capital stock at the end of their service lives. Retirements are synonymous with “discards” and “scrapping”.</p><p>[OECD/Measuring Capital: OECD Manual, Annex 1/Glossary of Technical Terms Used in the Manual/2001]</p>",
29768,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29768&search_mode=solr","social welfare",,
29789,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29789&search_mode=solr","supply","<p>A supply (of services or intangibles) for VAT purposes takes place where one party to a business agreement does something, gives something or refrains from doing something to or for another party, normally in exchange for consideration. [Footnote 7, public consultation February 2010 CTPA/CFA/WP9(2009)17/REV1] <br />[CTPA/CFA/WP9(2011)8]</p>",
29800,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29800&search_mode=solr","shadow price","<p align=""left"">The marginal opportunity cost of the use of a resource (i.e. the loss of benefits if this resource cannot be used for the next best purpose). <br />[ECMT/Social Costs Glossary/02-1997]</p>",
29803,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29803&search_mode=solr","stock","<p>Stocks are a position in, or holdings of, assets and liabilities at a point in time and the SNA records stocks in accounts, usually referred to as balance sheets, and tables at the beginning and end of the accounting period stocks result from the accumulation of prior transactions and other flows, and they are changed by transactions and other flows in the period (note that stocks of goods are referred to as “inventories” in the SNA. (SNA 3.66).</p><p>[OECD/Measuring the Non-Observed Economy: A Handbook/2002] </p>",
29806,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29806&search_mode=solr","subsidy","<p>All grants on current account made by government to private industries and public corporations and grants made by the public authorities to government enterprises in compensation of operating losses when these losses are clearly the consequence of the policy of the government to maintain prices at a level below costs of production.</p><p>[OECD/Economics Department/Economics Glossary/2005]</p>",
29828,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29828&search_mode=solr","task","<p>A discrete job function. <br />[OECD/Training Statistics Manual/Glossary of Training Terms/08-1995]</p>",
29894,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29894&search_mode=solr","work place","<p>An individual's work location.</p><p>[OECD/Training Statistics Manual/Glossary of Training Terms/08-1995]</p>",
29907,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29907&search_mode=solr","capital finance account",,"<p>Account relating to the capital transactions, that is accumulation and its financing, of the resident institutional units.</p><p>[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
29908,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29908&search_mode=solr","commodity accounts",,"<p>Accounts relating to the supply of commodities from domestic production and imports and their disposition to intermediate and final uses. (</p><p>[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
29909,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29909&search_mode=solr","gross accumulation",,"<p>The sum of gross capital formation, net purchases of land, net purchases of intangible assets except financial claims and net lending.</p><p>[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
29913,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29913&search_mode=solr","other producers",,"<p>The sum of producers of private non-profit services to households and domestic services rendered by one household to another.</p><p>[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
29914,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29914&search_mode=solr","private non-profit institution serving households",,"<p>Institutions not entirely, or mainly, financed and controlled by organs of general government, which primarily furnish social and community services to households free of charge, or at sales prices which do not fully cover their cost of production and which employ the equivalent of two or more full-time employees.</p><p>[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
29915,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29915&search_mode=solr","purchasers' value",,"<p>The cost of goods and services in the market to the point of delivery to the purchaser. Equals producers’ values plus the trade and transport margins appropriate to the purchaser in question.</p><p>[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
29924,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29924&search_mode=solr","production statement",,"<p>Commodity and activity accounts. <br />[OECD/Washington Center/Glossary of Main Terms/27-08-1999]</p>"
29935,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29935&search_mode=solr","National Contact Point (NCP)","<p>The National Contact Point (NCP) is a government office responsible for encouraging observance of the Guidelines in a national context and for ensuring that the Guidelines are well known and understood by the national business community and by other interested parties. The NCP gathers information on national experiences with the Guidelines, handles enquiries, discusses matters related to the Guidelines and assists in solving problems that may arise in this connection. When issues arise concerning implementation of the Guidelines in relation to specific instances of business conduct, the NCP is expected to help resolve them. Generally, issues are dealt with by the NCP in whose country the issue has arisen. Any person or organisation may approach a National Contact Point to enquire about a matter related to the Guidelines. Because of the central role it plays, the effectiveness of the NCP is a crucial factor in determining how influential the Guidelines are in each national context. While it is recognised that governments should be accorded flexibility in the way they organise NCPs, it is nevertheless expected that all NCPs should function in a visible, accessible, transparent and accountable manner. These four criteria should guide NCPs in carrying out their activities. They also assist the Investment Committee in discussing the conduct of NCPs. NCPs are therefore accountable not only to their national constituencies, but to their peers and the Committee as well. The 2000 review enhanced this accountability by calling for annual reports of NCP activity, which serve as a basis for exchanges of view on the functioning of the NCPs among the adhering governments.</p><p>[OECD/DAF/Guidelines-Principes directeurs/http://www.oecd.org/document/3/0,3343,fr_2649_34889_1933123_1_1_1_1,00.html]</p>",
29943,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=29943&search_mode=solr","trade-gravity model","<p>Trade gravity models can be used to predict a country’s degree of trade openness on the basis of the distance to and size of all its potential trading partners – that is, every other country in the world. The term “gravity” refers to the use of a form of the famous Newtonian gravity equation in assessing the potential trade “pull” from the constellation of potential trading partners. The GDP mass of each potential trading partner is divided by the square of its geographical distance from the country in question. In the case of Switzerland, the trade gravity index should be high because of the close proximity of large EU trading partners. A country like Australia, on the other hand, would have a low trade gravity index because the only geographically close potential trading partner is New Zealand, which is relatively small in GDP terms. These models also take account of the size of the domestic market by including terms for population or GDP, and measures of free trade agreements, population density, landlocked countries, contiguity, common language and colonial ties.</p><p>[ECO/EDR(2013)14]</p>",
30132,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30132&search_mode=solr","Wagner’s law","<p>Predicts that the share of the public sector in the economy grows as a country develops, higher taxes may simply reflect growth in living standards. Moreover, most of these studies measure the overall tax burden with a variable based on revenue statistics which may reflect business cycle fluctuations. Hence, it is possible that it is economic growth that drives the level of taxes in the economy and not vice versa.</p><p>[OECD/CTPA/CFA(2008)4/Update on tax and Growth: Issues for discussion/20-12-2007]</p>",
30159,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30159&search_mode=solr","Ricardian rent","<p>Ricardian rents exist when the factors of production used by suppliers are differentiated in terms of their productivity. Ricardian rents give rise to upward sloping long-run supply curves.</p><p>[DAF/COMP(2008)23]</p>",
30160,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30160&search_mode=solr","business plan","<p>A document or clearly formulated ideas indicating: i) an organisation's business objectives ii) how these objectives are to be attained and iii) the time-frames within which they are to be attained.</p><p>[OECD/Training Statistics Manual/Glossary of Training Terms/08/1995]</p>",
30167,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30167&search_mode=solr","black economy","<p>Underground production consists of activities that are productive in an economic sense and quite legal (provided certain standards or regulations are complied with), but which are deliberately concealed from public authorities for the following reasons: a) to avoid the payment of income, value added or other taxes; b) to avoid payment of social security contributions; c) to avoid meeting certain legal standards such as minimum wages, maximum hours, safety or health standards, etc.; d) to avoid complying with certain administrative procedures, such as completing statistical questionnaires or other administrative forms.</p><p>[OECD/Understanding National Accounts/2007]</p>",
30277,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30277&search_mode=solr","service production price index (SPPI)","<p>An SPPI is defined here as an output price index for the service production of resident producers. Further, the index relates to the production of those services that may constitute the principal or secondary activity of an industry. The index covers services provided for all uses, intermediate and final consumption, and for exports. However, the use in intermediate consumption dominates because this guide restricts itself to discussing only those service industries that are mainly aimed at business use.</p><p>[OECD-EUROSTAT/Methodological Guide for Developing Producer Price Indices for Services/2006]</p>",
30309,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30309&search_mode=solr","chattel","<p>Things movable, as distinguished from real property or things attached to the realty also called ""personalty"".</p><p>[OECD/CTPA/International Tax Terms/19-11-2004]&nbsp;</p>",
30342,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30342&search_mode=solr","structured investment vehicle (SIV)","Special purpose vehicle which issues debt with shorter maturity than that of the assets that it holds in its portfolio. Due to the maturity mismatch between its assets and liabilities, a Structured Investment Vehicle (SIV) exhibits a high liquidity risk, which can end in a run on these entities. SIVs are often established as off-shore entities and are considered as part of the shadow banking system.<br />[COM/STD/DAF(2013)3]",
30344,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30344&search_mode=solr","investible property","<p>Investible property: investment grade quality which can be sold to professional investors or currently owner-occupied, but could become available for sale later.</p><p>[ECO/EDR(2009)5]</p>",
30346,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30346&search_mode=solr","say on pay","<p>Requiring publicly listed companies to submit an executive remuneration report to a non-binding shareholder vote (&ldquo;say on pay&rdquo;) at the annual general meeting.</p><p>[DAF/CA/CG(2009)1]</p>",
30353,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30353&search_mode=solr","activity of multinational enterprises (AMNE)","<p>In principle quantitative or qualitative information directly concerning multinational firms could be classified under activity of multinational enterprises. However, within the framework of the OECD Handbook on Economic Globalisation Indicators, data on the activity of multinationals covers all economic and industrial data which are not associated with FDI, portfolio or other financial transactions. Data collected by the OECD within the framework of the surveys on the economic activity of multinationals include 18 variables, notably gross output, turnover, value added, number of people in employment, employee compensation, gross operating surplus, gross fixed capital formation, R&amp;D expenditures, number of researchers, total exports and imports, intra-firm exports and imports, and technological payments and receipts.</p><p><span>[OECD Benchmark Definition of Foreign Direct Investment/Glossary/2008]</span></p>",
30499,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30499&search_mode=solr","geared futures and options funds","<p>A form of authorised unit trust that invest in approved derivatives where the investment is limited to the property available for initial outlay, with or without transferable securities.</p><p>[OECD/The taxation of collective investment institutions in the UK/DAFFE/CFA/WP2(96)4/1996]</p>",
30557,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30557&search_mode=solr","product specific economies of scale","<p>Economies of scale associated with the volume of output of any single product made and sold. In a multi-product firm or plant, product specific economies are often realized by specializing in the manufacture of one or a few products over a larger scale of output. Such economies generally arise by avoiding the costs of interrupting production and re-tooling that is required in order to produce different products with the same machinery and equipment. Product specific economies are often the basis for specialization agreements.</p><p>[OECD/Glossary of Industrial Organisation, Economics &amp; Competition/1993]</p>",
30562,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30562&search_mode=solr","quality control","<p>A formal external procedure used to assure quality of teaching, learning and training in private and public institutions providing VET.<p>[OECD/Learning for jobs /2010]  </p><p>[OECD/Learning for jobs /2010]</p>",
30627,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30627&search_mode=solr","reproduction cost","<p>Reproduction cost values assets at the current cost of reproducing the existing asset, mainly in its present form, using the specifications of the original asset.</p><p>[DAFFE/COMP(2004)18]</p>",
30628,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30628&search_mode=solr","depreciated replacement cost","<p>Depreciated replacement cost adjusts replacement cost to account for asset consumption by subtracting accumulated depreciation.</p><p>[DAFFE/COMP(2004)18]</p>",
30629,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30629&search_mode=solr","depreciated optimised replacement cost (DORC)","<p>Depreciated optimised replacement cost (DORC) values assets at the replacement cost of an ‘optimised’ asset, less accumulated depreciation. An ‘optimised’ asset is one that most efficiently produces a specified level of product. The effects of inefficiencies such as excess capacity, duplication, redundancy and poor location are removed from the valuation.</p><p>[DAFFE/COMP(2004)18]</p>",
30654,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30654&search_mode=solr","institutional statistical unit","<p>An institutional unit is an economic entity that is capable, in its own right, of owning assets, incurring liabilities and engaging in economic activities and in transactions with other entities. The main attributes of institutional units may be described as follows: a. An institutional unit is entitled to own goods or assets in its own right it is therefore able to exchange the ownership of goods or assets in transactions with other institutional units b. It is able to take economic decisions and engage in economic activities for which it is itself held to be directly responsible and accountable at law c. It is able to incur liabilities on its own behalf, to take on other obligations or future commitments and to enter into contracts d. Either a complete set of accounts, including a balance sheet of assets and liabilities, exists for the unit, or it would be possible and meaningful, from an economic viewpoint, to compile a complete set of accounts if they were to be required. Institutional units that are resident in the economy are grouped together into five mutually exclusive sectors composed of the following types of units: a. Non-financial corporations b. Financial corporations c. Government units, including social security funds d. NPIs serving households (NPISHs) e. Households. (SNA)</p><p>[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p>",
30655,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30655&search_mode=solr","legal entity","<p>There are two main types of units in the real world that may qualify as institutional units, namely persons or groups of persons in the form of households, and legal or social entities. A household is a group of persons who share the same living accommodation, who pool some, or all, of their income and wealth and who consume certain types of goods and services collectively, mainly housing and food. As well as individual households, there are units described as institutional households that comprise groups of persons staying in hospitals, retirement homes, convents, prisons, etc. for long periods of time. A legal or social entity is one whose existence is recognized by law or society independently of the persons, or other entities, that may own or control it. This second type of institutional unit is one that engages in economic activities and transactions in its own right, such as a corporation, non-profit institution (NPI) or government unit. Such units are responsible and accountable for the economic decisions or actions they take, although their autonomy may be constrained to some extent by other institutional units for example, corporations are ultimately controlled by their shareholders. Some unincorporated enterprises belonging to households or government units may behave in much the same way as corporations, and such enterprises are treated as quasi-corporations when they have complete sets of accounts. In the legal sense, corporations may be described by different names: corporations, incorporated enterprises, public limited companies, public corporations, private companies, joint-stock companies, limited liability companies, limited liability partnerships, and so on. Conversely, some legal entities that are non-profit institutions may sometimes be described as “corporations”. The status of an institutional unit cannot always be inferred from its name, and it is necessary to examine its objectives and functions. In the SNA, the term corporation covers legally constituted corporations and also cooperatives, limited liability partnerships, notional resident units and quasi-corporations. (SNA) <br />[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p>","<p>Generally, corporations, joint-stock companies and limited liability companies are regarded for tax purposes as having an existence separate from that of their shareholders. Conversely, for tax purposes a partnership is often not regarded as a separate legal entity, its profits being taxed in the hands of the individual partners. What constitutes a legal entity for tax purposes may or may not coincide with what constitutes a legal entity for general law purposes <br />[OECD/Glossary of Tax Terms/OECD website, last accessed on 13-04-2015]</p>"
30656,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30656&search_mode=solr","multi-territory enterprise","<p>A multi-territory enterprise is an enterprise operating as a seamless operation over more than one economic territory. Such an enterprise, even though it has substantial activity in more than one economic territory, cannot be separated into a parent and branch(es) because it is run as a seamless operation and cannot supply separate accounts for each territory. Multi-territory enterprises are typically involved in cross-border activities and include shipping lines, airlines, hydroelectric schemes on border rivers, pipelines, bridges, tunnels, and undersea cables. Some non-profit institutions serving households (NPISH) may also operate in this way.</p><p>[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p>",
30657,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30657&search_mode=solr","non-profit institutions (NPIs)","<p>Non-profit institutions (NPIs) are legal or social entities, created for the purpose of producing goods and services, whose status does not permit them to be a source of income, profit or other financial gain for the units that establish, control or finance them. They can be engaged in market or non-market production. <br />[OECD/Frascati Manual/2015]<br /><br />Non-profit institutions (NPIs) are legal or social entities, created for the purpose of producing goods and services, whose status does not permit them to be a source of income, profit, or other financial gain for the units that establish, control, or finance them. The motives leading other institutional units (persons, corporations, or governments) to create NPIs are different to those for creating an institution with a profit motive. By convention they produce only individual services but not collective services. The majority of NPIs are non-market producers even though they can be market producers (they are then classified as corporations) NPIs engaged in non-market production are of two types: (i) NPIs controlled by governments and (ii) NPIs serving households (i.e. those providing non-market goods and services to households financed mainly by transfers from non-government sources, namely households, corporations or non-residents). <br />[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p>",
30659,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30659&search_mode=solr","other accounts receivable/payable","<p>Includes advances and deferred payments in respect of exchange of non-produced assets.</p><p>[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p><p> </p>",
30660,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30660&search_mode=solr","seamless enterprise","<p>An enterprise whose economic activities cross national borders and whose physical structure(s) may also cross such boundaries and for which the enterprise and its economic activities cannot be split between the economies in which it operates. In practical terms, this means that separate accounting information for the operation of the enterprise in each economy cannot be produced.</p><p>[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p>",
30661,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30661&search_mode=solr","Societias europaea (SE)","<p>A company, labelled as a European Public Company, set up by the merger of a number of European Union enterprises under the provisions of Council Regulation (EC) No. 2157/2001 of 8 October 2001 which stipulates rules under a Societas Europaea (SE) could be established. The objective of the statute for a European company is to create a European company with its own legislative framework. This allows companies incorporated in different economies to merge or to form a holding company or joint subsidiary, while avoiding the legal and practical constraints arising from the existence of different legal systems of the various Member States. A SE can be registered on the national register of the member state of the European Union in which it has its head office. The head office is the place where effective control and management or where central administration exists i.e. its true centre of operations and decisions. The registration has to be published in the Official Journal of the European Union. The registration can be easily transferred to another member state if the head office is moved to that member state. Where it occurs it is subject to legal provisions which require, inter alia, the drawing up of a transfer proposal, a report by the competent authority in the member state in which the SE is registered justifying the legal and economic aspects of the transfer, and the issuing of a certificate confirming compliance with the required formalities. SEs can be created by merger of national companies from different member states, by the creation of a joint venture between companies (or other entities) in different member states, by the creation of a SE subsidiary of a national company, or by the conversion of a national company into a SE.</p><p>[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p>",
30663,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30663&search_mode=solr","volume changes","<p>The volume of financial assets and liabilities for an economy can change due to either transactions or other changes in volume. The causes of other changes in volume include debt cancellation and write-offs, liquidations, uncompensated seizure, and reclassifications.</p><p>[OECD/Benchmark Definition of Foreign Direct Investment/Glossary/2008]</p>",
30723,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30723&search_mode=solr","business","<p>Entities (either legal or natural persons) recognised as businesses for VAT purposes in national law. [CTPA/CFA/WP9(2009)17/REV1]</p><p> </p><p>In most countries businesses are registered or identified for VAT purposes (possibly with one single registration for both direct tax and VAT purposes).</p><p>[CTPA/CFA/WP9(2011)8]</p><p> </p>",
30748,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30748&search_mode=solr","express trust","<p>These are trusts created voluntarily and intentionally, either orally or in writing.</p><p>[OECD/JAHGA Report/Enabling Effective Exchange of Information: Availability and Reliability Standard/2006]</p>",
30751,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30751&search_mode=solr","accumulation and maintenance trust","<p>This form of trust is usually created for the children or grand-children of the settlor, where the trustees have powers during the minority of each beneficiary to pay income in a way beneficial for the upbringing or education of the beneficiary, and to accumulate income not so applied. On attaining a certain age each beneficiary will become entitled to a particular share of the trust fund.</p><p>[OECD/JAHGA Report/Enabling Effective Exchange of Information: Availability and Reliability Standard/2006]</p>",
30765,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30765&search_mode=solr","learning rate","<p>The percentage reduction in unit investment costs for each doubling of cumulative investment</p><p>[ECO/CPE/WP1(2008)16]</p>",
30767,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30767&search_mode=solr","own price elasticity of demand","<p>The percentage change in consumption of a good in response to a 1% increase its price.</p><p>[TAD/CA/APM/CFS/MD(2010)9]</p>",
30770,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30770&search_mode=solr","professional services","<p>Professional services [include] IT-consulting (72), R&amp;D services (73), legal (74), accounting (74), marketing and advertising (74), business consulting and human resource development (74).</p><p>[C(2007)38]</p>","<p>Services independently performed by members of the liberal professions (i.e. physicians, lawyers, accountants, etc.) and other activities of an independent character.</p><p>[OECD/Glossary of Tax Terms/OECD website, last accessed on 13-04-2015]</p>"
